ISO.code,Year,imp_sum,loans_sum,avg_nim,corp_avg,households_avg,policy_avg,Country,GDP_per_capita,DFR,MLF,MRO,Inflation
PT,2017,38.528838,54811953.0129452,2.02520016666667,1.5775,5.6175,0,Portugal,23622.36,-0.4,0.25,0,1.6
PT,2018,27.321101,52069530.9881627,2.04817133333333,1.47833333333333,5.62166666666667,0,Portugal,24708.01,-0.4,0.25,0,1.2
PT,2019,19.192301,50835577.9095869,2.034387,1.40166666666667,5.62833333333333,0,Portugal,25715.79,-0.42876712300000003,0.25,0,0.3
PT,2020,15.132698,57529435.0486941,1.66703116666667,1.37,5.27666666666667,0,Portugal,24024.2,-0.5,0.25,0,-0.1
PT,2021,12.883359,55633621.5787412,1.55034033333333,1.33916666666667,5.21666666666667,0,Portugal,25802.3,-0.5,0.25,0,0.9
PT,2022,8.924599,53962491.374644,1.65272016666667,1.98833333333333,5.77583333333333,0.578767123287669,Portugal,29170.94,0.078767123,0.828767123,0.578767123,8.1
PT,2023,6.550738,56140086.1199808,2.48481333333333,4.66416666666667,7.56916666666667,3.80753424657534,Portugal,32163.9,3.307534247,4.057534247,3.807534247,5.3
FI,2005,NA,4026487.70561707,1.78473933333333,3.35916666666667,6.99166666666667,2.01780821917808,Finland,27271.07,1.017808219,3.017808219,2.017808219,0.8
FI,2006,NA,4768920.17585493,1.839806,4.07083333333333,6.96666666666667,2.76027397260274,Finland,28402.47,1.760273973,3.760273973,2.760273973,1.3
FI,2007,NA,7473854.05581665,2.02238833333333,5.09083333333333,7.58,3.83904109589041,Finland,30956.36,2.839041096,4.839041096,3.839041096,1.6
FI,2008,NA,9253700.99642277,1.93936966666667,5.4075,7.98,3.90027322404372,Finland,32234.57,3.005464481,4.775956284,3.900273224,3.9
FI,2009,NA,12930373.917614,1.356945,2.89166666666667,7.25416666666667,1.27876712328767,Finland,30114.83,0.465753425,2.091780822,1.278767123,1.6
FI,2010,NA,13153191.6719531,1.31299066666667,2.555,6.775,1,Finland,30820.69,0.25,1.75,1,1.7
FI,2011,NA,16357400.9412292,1.33875333333333,3.1875,7.0241666666666696,1.24931506849315,Finland,31801.45,0.499315068,1.999315068,1.249315068,3.3
FI,2012,NA,19391358.3251972,1.11590233333333,2.87666666666667,6.88916666666667,0.881147540983607,Finland,31458.1,0.131147541,1.631147541,0.881147541,3.2
FI,2013,NA,20496949.0817302,0.934796666666667,2.65666666666667,6.725,0.553424657534246,Finland,31144.92,0,1.140410959,0.553424658,2.2
FI,2014,NA,21145937.9314897,0.873981,2.48666666666667,6.53916666666667,0.163150684931507,Finland,31160.82,-0.086849315,0.523424658,0.163150685,1.2
FI,2015,NA,20350603.0449773,0.884177666666667,1.97166666666667,6.05166666666667,0.05,Finland,31828.19,-0.20630137,0.3,0.05,-0.2
FI,2016,NA,20012032.7080178,0.818569333333333,1.70333333333333,5.80666666666667,0.0102459016393442,Finland,32433.95,-0.379508197,0.260245902,0.010245902,0.4
FI,2017,NA,22411336.3227289,0.736910666666667,1.5775,5.6175,0,Finland,33972.97,-0.4,0.25,0,0.8
FI,2018,NA,20604573.9227738,0.673373333333333,1.47833333333333,5.62166666666667,0,Finland,35037.55,-0.4,0.25,0,1.2
FI,2019,NA,20235535.3190473,0.617172666666667,1.40166666666667,5.62833333333333,0,Finland,35737.82,-0.42876712300000003,0.25,0,1.1
FI,2020,NA,21086319.7469079,0.633210666666667,1.37,5.27666666666667,0,Finland,35895.66,-0.5,0.25,0,0.4
FI,2021,NA,19212690.8952284,0.612752666666667,1.33916666666667,5.21666666666667,0,Finland,38069.5,-0.5,0.25,0,2.1
FI,2022,NA,16288564.4855422,0.675716666666667,1.98833333333333,5.77583333333333,0.578767123287669,Finland,40290.03,0.078767123,0.828767123,0.578767123,7.2
FI,2023,NA,15773851.1391106,1.05111,4.66416666666667,7.56916666666667,3.80753424657534,Finland,41833.71,3.307534247,4.057534247,3.807534247,4.3
